contract_no,item_no,description_ar,unit,contractual_qty,unit_price,cumulative_qty,cumulative_pct,cumulative_amount,remaining_qty,source_sheet,source_row,source_file,extraction_method,confidence_level,data_quality_notes
CMH_01-C01,46,توريد وتركيب باب زجاجي من نوع سيكوريت بسمك 12مم ويشمل السعر التثبيت والاطار من الالمنيوم الأسود المطلي بدهان بودرة بالفرن والخردوات وماكينة دفاش للإغلاق الذاتي مع ملصقات بحسب التصميم. ويشمل السعر أي مواد أو أعمال يتطلبها استكمال العمل حسب المواصفات والمخططات وتعليمات االمهندس المشرف.Ref drawing: 07-MRA-DD-(as per floor number)-AR-801 بعرض 1000 مم وارتفاع 2700 مم  GD01باب ضلفة واحدة  نموذج,,238.0,,,,,,الملخص التراكمي,48,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,47,توريد وتركيب باب زجاجي من نوع سيكوريت بسمك 12مم ويشمل السعر التثبيت والاطار من الالمنيوم الأسود المطلي بدهان بودرة بالفرن والخردوات وماكينة دفاش للإغلاق الذاتي مع ملصقات بحسب التصميم. ويشمل السعر أي مواد أو أعمال يتطلبها استكمال العمل حسب المواصفات والمخططات وتعليمات االمهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-801   بعرض 1800 مم وارتفاع 2600 مم  GD02باب ضلفتين  نموذج ,,37.0,,,,,,الملخص التراكمي,49,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,48,توريد وتركيب باب زجاجي من نوع سيكوريت بسمك 12مم ويشمل السعر التثبيت والاطار من الالمنيوم الأسود المطلي بدهان بودرة بالفرن والخردوات وماكينة دفاش للإغلاق الذاتي مع ملصقات بحسب التصميم. ويشمل السعر أي مواد أو أعمال يتطلبها استكمال العمل حسب المواصفات والمخططات وتعليمات االمهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-801 بعرض 1800 مم وارتفاع 2100 مم  GD03باب ضلفتين  نموذج ,,5.0,,,,,,الملخص التراكمي,50,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,49,توريد وتركيب باب من قطاعات الخشب شبه المصمت بسمك 44مم مكون من قواطيع خشب داخليه بحشو  mdf مع قشرة الجوز  والحلق من الخشب السويدي المسطم المقاوم للرطوبة مع تشطيب نهائي من قشرة الجوز والبند يشمل جميع الإكسسوارات اللازمه من مفصلات ودفاش من النوع المخفي ومقابض وربل كاتم لصوت الإغلاق ودهانات  و إنهاء جميع الأعمال على الوجه الأكمل طبقا للمخططات واصول الصناعة  والمواصفات الفنية وتعليمات االمهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-800 بعرض 2000 مم وارتفاع 2200 مم  WD07باب مروحة ضلفتين  نموذج ,,13.0,,,,,,الملخص التراكمي,51,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,50,توريد وتركيب باب من قطاعات الخشب شبه المصمت بسمك 44مم مكون من قواطيع خشب داخليه بحشو  mdf مع قشرة الجوز  والحلق من الخشب السويدي المسطم المقاوم للرطوبة مع تشطيب نهائي من قشرة الجوز والبند يشمل جميع الإكسسوارات اللازمه من مفصلات ودفاش من النوع المخفي ومقابض وربل كاتم لصوت الإغلاق ودهانات  و إنهاء جميع الأعمال على الوجه الأكمل طبقا للمخططات واصول الصناعة  والمواصفات الفنية وتعليمات االمهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-800 بعرض1000 مم وارتفاع 2200 مم  WD06باب مروحة ضلفة واحدة  نموذج ,,13.0,,,,,,الملخص التراكمي,52,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,51,توريد وتركيب باب من قطاعات الخشب شبه المصمت بسمك 44مم مكون من قواطيع خشب داخليه بحشو  mdf مع قشرة الجوز  والحلق من الخشب السويدي المسطم المقاوم للرطوبة مع تشطيب نهائي من قشرة الجوز والبند يشمل جميع الإكسسوارات اللازمه من مفصلات ودفاش من النوع المخفي ومقابض وربل كاتم لصوت الإغلاق ودهانات  و إنهاء جميع الأعمال على الوجه الأكمل طبقا للمخططات واصول الصناعة  والمواصفات الفنية وتعليمات االمهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-800 بعرض 900 مم وارتفاع 2200 مم  WD05باب مروحة ضلفة واحدة  نموذج ,,47.0,,,,,,الملخص التراكمي,53,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,52,توريد وتركيب باب من قطاعات الخشب شبه المصمت بسمك 44مم مكون من قواطيع خشب داخليه بحشو  mdf مع قشرة الجوز  والحلق من الخشب السويدي المسطم المقاوم للرطوبة مع تشطيب نهائي من قشرة الجوز والبند يشمل جميع الإكسسوارات اللازمه من مفصلات ودفاش من النوع المخفي ومقابض وربل كاتم لصوت الإغلاق ودهانات  و إنهاء جميع الأعمال على الوجه الأكمل طبقا للمخططات واصول الصناعة  والمواصفات الفنية وتعليمات االمهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-800 بعرض 800 مم وارتفاع 2200 مم  WD04باب مروحة ضلفة واحدة  نموذج ,,48.0,,,,,,الملخص التراكمي,54,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,53,توريد وتركيب باب من قطاعات الخشب شبه المصمت بسمك 44مم مكون من قواطيع خشب داخليه بحشو  mdf مع قشرة الجوز  والحلق من الخشب السويدي المسطم المقاوم للرطوبة مع تشطيب نهائي من قشرة الجوز والبند يشمل جميع الإكسسوارات اللازمه من مفصلات ودفاش من النوع المخفي ومقابض وربل كاتم لصوت الإغلاق ودهانات  و إنهاء جميع الأعمال على الوجه الأكمل طبقا للمخططات واصول الصناعة  والمواصفات الفنية وتعليمات االمهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-800 بعرض 1000 مم وارتفاع 3000 مم  WD015باب مروحة ضلفة واحدة  نموذج ,,1.0,,,,,,الملخص التراكمي,55,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,54,توريد وتركيب باب من قطاعات الخشب شبه المصمت بسمك 44مم مكون من قواطيع خشب داخليه بحشو  mdf مع قشرة السنديان المطلية بدهان أبيض  والحلق من الخشب السويدي المسطم المقاوم للرطوبة مخفي داخل الواجهة الخشبية والبند يشمل جميع الإكسسوارات اللازمه من مفصلات ودفاش من النوع المخفي ومقابض، ربل كاتم لصوت الإغلاق ودهانات و إنهاء جميع الأعمال على الوجه الأكمل طبقا للمخططات واصول الصناعة  والمواصفات الفنية وتعليمات االمهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-800 بعرض 1000 مم وارتفاع 2200 مم  WD02باب مروحة ضلفة واحدة  نموذج ,,14.0,,,,,,الملخص التراكمي,56,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,55,توريد وتركيب باب من قطاعات الخشب شبه المصمت بسمك 44مم مكون من قواطيع خشب داخليه بحشو خفيف mdfوالمطلي بدهان رمادي على هيئة الأسطح الاسمنتية والحلق من الخشب السويدي المسطم المقاوم للرطوبة مخفي داخل الواجهة القواطع الجبسية والبند يشمل جميع الإكسسوارات اللازمه من مفصلات ودفاش من النوع المخفي ومقابض وربل كاتم لصوت الإغلاق ودهانات و إنهاء جميع الأعمال على الوجه الأكمل طبقا للمخططات واصول الصناعة  والمواصفات الفنية وتعليمات االمهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-800 بعرض 900 مم وارتفاع 2200 مم  WD01باب مروحة ضلفة واحدة  نموذج ,,14.0,,,,,,الملخص التراكمي,57,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,56,توريد وتركيب باب من قطاعات الخشب شبه المصمت بسمك 44مم مكون من قواطيع خشب داخليه بحشو  mdfوالمطلي بدهان رمادي بيج والحلق من الخشب السويدي المسطم المقاوم للرطوبة مخفي داخل الواجهة القواطع الجبسية والبند يشمل جميع الإكسسوارات اللازمه من مفصلات ودفاش من النوع المخفي ومقابض، ربل كاتم لصوت الإغلاق ودهانات .و إنهاء جميع الأعمال على الوجه الأكمل طبقا للمخططات واصول الصناعة  والمواصفات الفنية وتعليمات االمهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-800 بعرض900 مم وارتفاع 2200 مم  WD03باب مروحة ضلفة واحدة  نموذج ,,32.0,,,,,,الملخص التراكمي,58,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,57,توريد وتركيب باب من قطاعات الخشب شبه المصمت بسمك 44مم مكون من قواطيع خشب داخليه بحشو خفيف mdfوالمطلي بدهان أزرق بترولي والحلق من الخشب السويدي المسطم المقاوم للرطوبة مخفي داخل الواجهة القواطع الجبسية والبند يشمل جميع الإكسسوارات اللازمه من مفصلات ودفاش من النوع المخفي ومقابض وربل كاتم لصوت الإغلاق ودهانات و إنهاء جميع الأعمال على الوجه الأكمل طبقا للمخططات واصول الصناعة  والمواصفات الفنية. Ref drawing: 07-MRA-DD-(as per floor number)-AR-800 بعرض 900 مم وارتفاع 2200 مم  WD08 باب مروحة ضلفة واحدة  نموذج,,1.0,,,,,,الملخص التراكمي,59,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
